Art,Does the stylistic origins of <A> lie in the <B>?,ASK where { <A> <http://dbpedia.org/property/stylisticOrigins> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/stylisticOrigins> ?b }"
Art,Give me a count of everything owned by the network whose sister name is <A>?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/sisterNames> <A> . ?uri <http://dbpedia.org/property/network> ?x },select distinct ?a where { ?x <http://dbpedia.org/property/sisterNames> ?a . ?uri <http://dbpedia.org/property/network> ?x }
Art,Give me everything owned by networks which is lead by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/keyPerson> <A> . ?uri <http://dbpedia.org/ontology/network> ?x },select distinct ?a where { ?x <http://dbpedia.org/ontology/keyPerson> ?a . ?uri <http://dbpedia.org/ontology/network> ?x }
Art,Give me the total number of architect of the buildings whose one of the  architect was <A>?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/architect> <A> . ?x <http://dbpedia.org/property/architect> ?uri },select distinct ?a where { ?x <http://dbpedia.org/property/architect> ?a . ?x <http://dbpedia.org/property/architect> ?uri }
Art,How many architects are there who have made something used by <A>?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/tenant> <A> . ?x <http://dbpedia.org/property/architect> ?uri },select distinct ?a where { ?x <http://dbpedia.org/ontology/tenant> ?a . ?x <http://dbpedia.org/property/architect> ?uri }
Art,How many important things has the painter <A> done?,SELECT DISTINCT COUNT(?uri) where { <A> <http://dbpedia.org/property/creator> ?x . ?x <http://dbpedia.org/ontology/notableWork> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/creator> ?x . ?x <http://dbpedia.org/ontology/notableWork> ?uri }
Art,How many important works have been done by <A>?,SELECT DISTINCT COUNT(?uri) where { <A> <http://dbpedia.org/ontology/notableWork> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/notableWork> ?uri }
Art,How many items belong to the <A> genre?,SELECT DISTINCT COUNT(?uri) where { ?uri <http://dbpedia.org/property/genre> <A> },select distinct ?a where { ?uri <http://dbpedia.org/property/genre> ?a }
Art,How many other architect are there of the historic places whose architect is also <A> ?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/architect> <A> . ?x <http://dbpedia.org/ontology/architect> ?uri },select distinct ?a where { ?x <http://dbpedia.org/ontology/architect> ?a . ?x <http://dbpedia.org/ontology/architect> ?uri }
Art,How many people have parterned with the person choroegraphed by <A> in the past?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/ontology/formerChoreographer> <A> . ?x <http://dbpedia.org/ontology/formerPartner> ?uri . ?uri a <http://dbpedia.org/ontology/Person> },select distinct ?a where { ?x <http://dbpedia.org/ontology/formerChoreographer> ?a . ?x <http://dbpedia.org/ontology/formerPartner> ?uri . ?uri a <http://dbpedia.org/ontology/Person> }
Art,How many things are aired on <A>?,SELECT DISTINCT COUNT(?uri) where { ?uri <http://dbpedia.org/ontology/network> <A> },select distinct ?a where { ?uri <http://dbpedia.org/ontology/network> ?a }
Art,In how many different places can I fnd <A> buildings?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/architecturalStyle> <A> . ?x <http://dbpedia.org/property/address> ?uri },select distinct ?a where { ?x <http://dbpedia.org/property/architecturalStyle> ?a . ?x <http://dbpedia.org/property/address> ?uri }
Art,In how many languages did <A> sing?,SELECT DISTINCT COUNT(?uri) where { ?x <http://dbpedia.org/property/artist> <A> . ?x <http://dbpedia.org/property/language> ?uri },select distinct ?a where { ?x <http://dbpedia.org/property/artist> ?a . ?x <http://dbpedia.org/property/language> ?uri }
Art,In which city are buildings by <A> found?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/architect> <A> . ?x <http://dbpedia.org/property/locationTown> ?uri . ?x a <http://dbpedia.org/ontology/Building> },select distinct ?a where { ?x <http://dbpedia.org/ontology/architect> ?a . ?x <http://dbpedia.org/property/locationTown> ?uri . ?x a <http://dbpedia.org/ontology/Building> }
Art,Is <A> in <B>?,ASK where { <A> <http://dbpedia.org/property/museum> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/museum> ?b }"
Art,Is <A> inspired from <B>?,ASK where { <A> <http://dbpedia.org/ontology/stylisticOrigin> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/stylisticOrigin> ?b }"
Art,Is <A> the illustration by of <B>?,ASK where { <B> <http://dbpedia.org/property/illustrator> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/illustrator> ?a }"
Art,Is <A> the museum of <B>?,ASK where { <B> <http://dbpedia.org/property/museum> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/museum> ?a }"
Art,Is <A> the painter of <B>?,ASK where { <B> <http://dbpedia.org/ontology/illustrator> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/illustrator> ?a }"
Art,Is <A> the previous work of <B>?,ASK where { <B> <http://dbpedia.org/ontology/previousWork> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/previousWork> ?a }"
Art,Is <B> a kind of <A>?,ASK where { <B> <http://dbpedia.org/property/design> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/design> ?a }"
Art,Is <B> in the <A>?,ASK where { <B> <http://dbpedia.org/property/museum> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/museum> ?a }"
Art,Is the <A> has the <B> architecture?,ASK where { <A> <http://dbpedia.org/ontology/architecturalStyle> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/architecturalStyle> ?b }"
Art,Is the <B> made in <A> style of architecture?,ASK where { <B> <http://dbpedia.org/property/style> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/style> ?a }"
Art,Is the <B> made in the <A> architectural style?,ASK where { <B> <http://dbpedia.org/property/architecture> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/architecture> ?a }"
Art,Is the <B> of the <A> style?,ASK where { <B> <http://dbpedia.org/ontology/architecturalStyle> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/architecturalStyle> ?a }"
Art,List the architect of the buildings whose one of the  architect is <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/architect> <A> . ?x <http://dbpedia.org/property/architect> ?uri . ?x a <http://dbpedia.org/ontology/Building> },select distinct ?a where { ?x <http://dbpedia.org/property/architect> ?a . ?x <http://dbpedia.org/property/architect> ?uri . ?x a <http://dbpedia.org/ontology/Building> }
Art,List the notable work of <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/notableWork> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/notableWork> ?uri }
Art,List the significant building of the architect who also designed  <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/significantBuilding> <A> . ?x <http://dbpedia.org/ontology/significantBuilding> ?uri . ?x a <http://dbpedia.org/ontology/Architect> },select distinct ?a where { ?x <http://dbpedia.org/ontology/significantBuilding> ?a . ?x <http://dbpedia.org/ontology/significantBuilding> ?uri . ?x a <http://dbpedia.org/ontology/Architect> }
Art,List the significant buildings of the arch. whose one of the important work is <A> ?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/significantBuilding> <A> . ?x <http://dbpedia.org/ontology/significantBuilding> ?uri . ?x a <http://dbpedia.org/ontology/Architect> },select distinct ?a where { ?x <http://dbpedia.org/ontology/significantBuilding> ?a . ?x <http://dbpedia.org/ontology/significantBuilding> ?uri . ?x a <http://dbpedia.org/ontology/Architect> }
Art,List the work  edited by  <A> and directed by <B>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/editing> <A> . ?uri <http://dbpedia.org/ontology/director> <B> . ?uri a <http://dbpedia.org/ontology/Work> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/property/editing> ?a . ?uri <http://dbpedia.org/ontology/director> ?b . ?uri a <http://dbpedia.org/ontology/Work> }"
Art,Name the architect of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/architect> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/architect> ?uri }
Art,Name the common architecture of the <B> and <A> ?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/architecturalStyle> ?uri . <A> <http://dbpedia.org/ontology/architecturalStyle> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/architecturalStyle> ?uri . ?a <http://dbpedia.org/ontology/architecturalStyle> ?uri }"
Art,Name the fictional character painted by <B> and portrayed in <A> ?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/creator> <B> . ?uri <http://dbpedia.org/ontology/portrayer> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/creator> ?b . ?uri <http://dbpedia.org/ontology/portrayer> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Name the fictional character who was in <A> and portrayer is <B>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/series> <A> . ?uri <http://dbpedia.org/ontology/portrayer> <B> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/series> ?a . ?uri <http://dbpedia.org/ontology/portrayer> ?b . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Was <A> animated by <B>?,ASK where { <A> <http://dbpedia.org/ontology/animator> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/animator> ?b }"
Art,Was <A> animated by <B>?,ASK where { <A> <http://dbpedia.org/ontology/animator> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/animator> ?b }"
Art,Was <A> covered by <B>?,ASK where { <A> <http://dbpedia.org/property/coverArtist> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/coverArtist> ?b }"
Art,Was <B> illustrated by <A>?,ASK where { <B> <http://dbpedia.org/property/illustrator> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/illustrator> ?a }"
Art,Was <B> released before <A>?,ASK where { <B> <http://dbpedia.org/ontology/previousWork> <A> },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/previousWork> ?a }"
Art,was the <A> architectured by <B>?,ASK where { <A> <http://dbpedia.org/ontology/architecturalStyle> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/architecturalStyle> ?b }"
Art,Was the <A> drawn <B>?,ASK where { <A> <http://dbpedia.org/property/illustrator> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/illustrator> ?b }"
Art,Was the cover of <A> designed by <B>?,ASK where { <A> <http://dbpedia.org/ontology/coverArtist> <B> },"select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/coverArtist> ?b }"
Art,What all has been created by <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/creators> <A> },select distinct ?a where { ?uri <http://dbpedia.org/property/creators> ?a }
Art,What are some important works of <A> citizens?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/nationality> <A> . ?x <http://dbpedia.org/ontology/notableWork> ?uri },select distinct ?a where { ?x <http://dbpedia.org/property/nationality> ?a . ?x <http://dbpedia.org/ontology/notableWork> ?uri }
Art,What are the important buildings of the architect whose one of the significant building is <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/significantBuilding> <A> . ?x <http://dbpedia.org/ontology/significantBuilding> ?uri . ?x a <http://dbpedia.org/ontology/Architect> },select distinct ?a where { ?x <http://dbpedia.org/ontology/significantBuilding> ?a . ?x <http://dbpedia.org/ontology/significantBuilding> ?uri . ?x a <http://dbpedia.org/ontology/Architect> }
Art,What is common between genre of <A> and purpose of <B>,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/genre> ?uri . <B> <http://dbpedia.org/property/purpose> ?uri },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/genre> ?uri . ?b <http://dbpedia.org/property/purpose> ?uri }"
Art,What is the architecture of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/architecturalStyle> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/architecturalStyle> ?uri }
Art,What is the city nearest to the historic place whose architect is <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/architect> <A> . ?x <http://dbpedia.org/ontology/nearestCity> ?uri . ?x a <http://dbpedia.org/ontology/HistoricPlace> },select distinct ?a where { ?x <http://dbpedia.org/property/architect> ?a . ?x <http://dbpedia.org/ontology/nearestCity> ?uri . ?x a <http://dbpedia.org/ontology/HistoricPlace> }
Art,What is the game whose genre is <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/genre> <A> . ?uri a <http://dbpedia.org/ontology/Game> },select distinct ?a where { ?uri <http://dbpedia.org/ontology/genre> ?a . ?uri a <http://dbpedia.org/ontology/Game> }
Art,What is the purpose of the <B> which is genere of <A>?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/property/purpose> ?uri . <A> <http://dbpedia.org/ontology/genre> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/purpose> ?uri . ?a <http://dbpedia.org/ontology/genre> ?uri }"
Art,What is the resting place of the engineer who was the architect of <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/ontology/restingPlace> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/ontology/restingPlace> ?uri }
Art,What is the second track list of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/subsequentWork> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/subsequentWork> ?uri }
Art,What is the style of architecture of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/architecturalStyle> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/architecturalStyle> ?uri }
Art,What is the style of architecture of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/architecturalStyle> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/architecturalStyle> ?uri }
Art,What is the style of architecture of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/architecturalStyle> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/architecturalStyle> ?uri }
Art,What is the stylistic origin of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/stylisticOrigin> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/stylisticOrigin> ?uri }
Art,What kind of buildings were designed by <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/architect> <A> . ?x <http://dbpedia.org/ontology/type> ?uri . ?x a <http://dbpedia.org/ontology/Building> },select distinct ?a where { ?x <http://dbpedia.org/ontology/architect> ?a . ?x <http://dbpedia.org/ontology/type> ?uri . ?x a <http://dbpedia.org/ontology/Building> }
Art,What kind of games are made by <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/publisher> <A> . ?x <http://dbpedia.org/property/genre> ?uri . ?x a <http://dbpedia.org/ontology/VideoGame> },select distinct ?a where { ?x <http://dbpedia.org/ontology/publisher> ?a . ?x <http://dbpedia.org/property/genre> ?uri . ?x a <http://dbpedia.org/ontology/VideoGame> }
Art,What kind of games does <A> games develop?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/developer> <A> . ?x <http://dbpedia.org/ontology/genre> ?uri . ?x a <http://dbpedia.org/ontology/VideoGame> },select distinct ?a where { ?x <http://dbpedia.org/ontology/developer> ?a . ?x <http://dbpedia.org/ontology/genre> ?uri . ?x a <http://dbpedia.org/ontology/VideoGame> }
Art,What subjects does the subsequent work of <A> deals with  ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/subsequentWork> ?x . ?x <http://dbpedia.org/property/subject> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/subsequentWork> ?x . ?x <http://dbpedia.org/property/subject> ?uri }
Art,What was created by <A> and <B>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/creator> <A> . ?uri <http://dbpedia.org/ontology/creator> <B> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/creator> ?a . ?uri <http://dbpedia.org/ontology/creator> ?b }"
Art,What work has been directed by <A> and distributed by  <B>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/director> <A> . ?uri <http://dbpedia.org/property/distributor> <B> . ?uri a <http://dbpedia.org/ontology/Work> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/property/director> ?a . ?uri <http://dbpedia.org/property/distributor> ?b . ?uri a <http://dbpedia.org/ontology/Work> }"
Art,What would be the most important creation which involved both <B> and <A> ?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/notableWork> ?uri . <A> <http://dbpedia.org/ontology/notableWork> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/notableWork> ?uri . ?a <http://dbpedia.org/ontology/notableWork> ?uri }"
Art,Whcih creator of <A> also created subsequent work of <B> ?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/subsequentWork> ?uri . <A> <http://dbpedia.org/property/creator> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/subsequentWork> ?uri . ?a <http://dbpedia.org/property/creator> ?uri }"
Art,Where can I find some buildings of <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/architecturalStyle> <A> . ?x <http://dbpedia.org/property/address> ?uri . ?x a <http://dbpedia.org/ontology/Building> },select distinct ?a where { ?x <http://dbpedia.org/property/architecturalStyle> ?a . ?x <http://dbpedia.org/property/address> ?uri . ?x a <http://dbpedia.org/ontology/Building> }
Art,Where did the genres originate which can found in <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/genre> ?x . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/genre> ?x . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri }
Art,Where does the network cofounded by <A> air its shows?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/founder> <A> . ?x <http://dbpedia.org/property/broadcastArea> ?uri . ?x a <http://dbpedia.org/ontology/BroadcastNetwork> },select distinct ?a where { ?x <http://dbpedia.org/property/founder> ?a . ?x <http://dbpedia.org/property/broadcastArea> ?uri . ?x a <http://dbpedia.org/ontology/BroadcastNetwork> }
Art,Which <A> can be said as a <B>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/genre> <A> . ?uri <http://dbpedia.org/ontology/genre> <B> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/genre> ?a . ?uri <http://dbpedia.org/ontology/genre> ?b }"
Art,Which architect of <A> was also tenant of <B> /',SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/architect> ?uri . <B> <http://dbpedia.org/ontology/tenant> ?uri },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/architect> ?uri . ?b <http://dbpedia.org/ontology/tenant> ?uri }"
Art,Which architect of the <B> is the branch of the <A>?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/property/architect> ?uri . <A> <http://dbpedia.org/property/branch> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/architect> ?uri . ?a <http://dbpedia.org/property/branch> ?uri }"
Art,Which are the comics characters painted by <B> and created by  <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/creator> <B> . ?uri <http://dbpedia.org/property/creators> <A> . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/creator> ?b . ?uri <http://dbpedia.org/property/creators> ?a . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> }"
Art,Which awards did the creator of <A> won ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/author> ?x . ?x <http://dbpedia.org/ontology/award> ?uri . ?x a <http://dbpedia.org/ontology/ComicsCreator> },select distinct ?a where { ?a <http://dbpedia.org/ontology/author> ?x . ?x <http://dbpedia.org/ontology/award> ?uri . ?x a <http://dbpedia.org/ontology/ComicsCreator> }
Art,Which comic characters are painted by <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/creator> <A> . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> },select distinct ?a where { ?uri <http://dbpedia.org/ontology/creator> ?a . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> }
Art,Which comic characters were created by <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/creators> <A> . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> },select distinct ?a where { ?uri <http://dbpedia.org/property/creators> ?a . ?uri a <http://dbpedia.org/ontology/ComicsCharacter> }
Art,Which creation of <A> was portrayed in <B>,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/portrayer> <B> . ?uri <http://dbpedia.org/property/creator> <A> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/portrayer> ?b . ?uri <http://dbpedia.org/property/creator> ?a }"
Art,Which director of <A> also released <B> ?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/property/artist> ?uri . <A> <http://dbpedia.org/property/director> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/artist> ?uri . ?a <http://dbpedia.org/property/director> ?uri }"
Art,Which fictional character is portrayed by <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/portrayer> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },select distinct ?a where { ?uri <http://dbpedia.org/property/portrayer> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }
Art,Which fictional character portrayed by <A> has <B> as family member ?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/family> <B> . ?uri <http://dbpedia.org/property/portrayer> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/property/family> ?b . ?uri <http://dbpedia.org/property/portrayer> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Which fictional character portrayed by <B> has <A> as family ?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/portrayer> <B> . ?uri <http://dbpedia.org/property/family> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/property/portrayer> ?b . ?uri <http://dbpedia.org/property/family> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Which fictional character portrayed in <B> is painted by <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/portrayer> <B> . ?uri <http://dbpedia.org/ontology/creator> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/portrayer> ?b . ?uri <http://dbpedia.org/ontology/creator> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Which fictional character sculpted by <B>n was portrayed in <A> ?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/creator> <B> . ?uri <http://dbpedia.org/ontology/portrayer> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/property/creator> ?b . ?uri <http://dbpedia.org/ontology/portrayer> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Which fictional character's portrayer was edited by <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/editing> <A> . ?uri <http://dbpedia.org/ontology/portrayer> ?x . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },select distinct ?a where { ?x <http://dbpedia.org/property/editing> ?a . ?uri <http://dbpedia.org/ontology/portrayer> ?x . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }
Art,Which fictional character's relative is <B> and belongs to <A> ?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/relatives> <B> . ?uri <http://dbpedia.org/ontology/species> <A> . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/property/relatives> ?b . ?uri <http://dbpedia.org/ontology/species> ?a . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }"
Art,Which fictional character's relatives were made by <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/creator> <A> . ?uri <http://dbpedia.org/property/relatives> ?x . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },select distinct ?a where { ?x <http://dbpedia.org/ontology/creator> ?a . ?uri <http://dbpedia.org/property/relatives> ?x . ?uri a <http://dbpedia.org/ontology/FictionalCharacter> }
